(a,1,1557250390000)
(a,1,1557250400000)
(a,1,1557250410000)
(a,1,1557250420000)
(a,1,1557250430000)
(a,1,1557250440000)
(a,1,1557250450000)
(a,1,1557250460000)
(a,1,1557250470000)
(a,1,1557250480000)
(a,1,1557250490000)
(a,1,1557250500000)
(a,1,1557250510000)
(a,1,1557250520000)
(a,1,1557250530000)
(a,1,1557250540000)
(a,1,1557250550000)
(a,1,1557250560000)
(a,1,1557250570000)
(a,1,1557250580000)
(a,1,1557250590000)
(a,1,1557250600000)
(a,1,1557250610000)
(a,1,1557250620000)
(a,1,1557250630000)
(a,1,1557250640000)
(a,1,1557250650000)
(a,1,1557250660000)
(a,1,1557250670000)
(a,1,1557250680000)
(a,1,1557250690000)
(a,1,1557250700000)
(a,1,1557250710000)
(a,1,1557250720000)
(a,1,1557250730000)
(a,1,1557250740000)
(a,1,1557250750000)
(a,1,1557250760000)
(a,1,1557250770000)
(a,1,1557250780000)
(a,1,1557250790000)
(a,1,1557250800000)
(a,1,1557250810000)
(a,1,1557250820000)
(a,1,1557250830000)
(a,1,1557250840000)
(a,1,1557250850000)
(a,1,1557250860000)
(a,1,1557250870000)
(a,1,1557250880000)
(a,1,1557250890000)
(a,1,1557250900000)
(a,1,1557250910000)
(a,1,1557250920000)
(a,1,1557250930000)
(a,1,1557250940000)
(a,1,1557250950000)
(a,1,1557250960000)
(a,1,1557250970000)
(a,1,1557250980000)
(a,1,1557250990000)
(a,1,1557251000000)
(a,1,1557251010000)
(a,1,1557251020000)
(a,1,1557251030000)
(a,1,1557251040000)
(a,1,1557251050000)
(a,1,1557251060000)
(a,1,1557251070000)
(a,1,1557251080000)
(a,1,1557251090000)
(a,1,1557251100000)
(a,1,1557251110000)
(a,1,1557251120000)
(a,1,1557251130000)
(a,1,1557251140000)
(a,1,1557251150000)
(a,1,1557251160000)
(a,1,1557251170000)
(a,1,1557251180000)
(a,1,1557251190000)
(a,1,1557251200000)
(a,1,1557251210000)
(a,1,1557251220000)
(a,1,1557251230000)
(a,1,1557251240000)
(a,1,1557251250000)
(a,1,1557251260000)
(a,1,1557251270000)
(a,1,1557251280000)
(a,1,1557251290000)
(a,1,1557251300000)
(a,1,1557251310000)
(a,1,1557251320000)
(a,1,1557251330000)
(a,1,1557251340000)
(a,1,1557251350000)
(a,1,1557251360000)
(a,1,1557251370000)
(a,1,1557251380000)
(a,1,1557251390000)
(a,1,1557251400000)
(a,1,1557251410000)
(a,1,1557251420000)
(a,1,1557251430000)
(a,1,1557251440000)
(a,1,1557251450000)
(a,1,1557251460000)
(a,1,1557251470000)
(a,1,1557251480000)
(a,1,1557251490000)
(a,1,1557251500000)
(a,1,1557251510000)
(a,1,1557251520000)
(a,1,1557251530000)
(a,1,1557251540000)
(a,1,1557251550000)
(a,1,1557251560000)
(a,1,1557251570000)
(a,1,1557251580000)
(a,1,1557251590000)
(a,1,1557251600000)
(a,1,1557251610000)
(a,1,1557251620000)
(a,1,1557251630000)
(a,1,1557251640000)
(a,1,1557251650000)
(a,1,1557251660000)
(a,1,1557251670000)
(a,1,1557251680000)
(a,1,1557251690000)
(a,1,1557251700000)
(a,1,1557251710000)
(a,1,1557251720000)
(a,1,1557251730000)
(a,1,1557251740000)
(a,1,1557251750000)
(a,1,1557251760000)
(a,1,1557251770000)
(a,1,1557251780000)
(a,1,1557251790000)
(a,1,1557251800000)
(a,1,1557251810000)
(a,1,1557251820000)
(a,1,1557251830000)
(a,1,1557251840000)
(a,1,1557251850000)
(a,1,1557251860000)
(a,1,1557251870000)
(a,1,1557251880000)
(a,1,1557251890000)
(a,1,1557251900000)
(a,1,1557251910000)
(a,1,1557251920000)
(a,1,1557251930000)
(a,1,1557251940000)
(a,1,1557251950000)
(a,1,1557251960000)
(a,1,1557251970000)
(a,1,1557251980000)
(a,1,1557251990000)
(a,1,1557252000000)
(a,1,1557252010000)
(a,1,1557252020000)
(a,1,1557252030000)
(a,1,1557252040000)
(a,1,1557252050000)
(a,1,1557252060000)
(a,1,1557252070000)
(a,1,1557252080000)
(a,1,1557252090000)
(a,1,1557252100000)
(a,1,1557252110000)
(a,1,1557252120000)
(a,1,1557252130000)
(a,1,1557252140000)
(a,1,1557252150000)
(a,1,1557252160000)
(a,1,1557252170000)
(a,1,1557252180000)
(a,1,1557252190000)
(a,1,1557252200000)
(a,1,1557252210000)
(a,1,1557252220000)
(a,1,1557252230000)
(a,1,1557252240000)
(a,1,1557252250000)
(a,1,1557252260000)
(a,1,1557252270000)
(a,1,1557252280000)
(a,1,1557252290000)
(a,1,1557252300000)
(a,1,1557252310000)
(a,1,1557252320000)
(a,1,1557252330000)
(a,1,1557252340000)
(a,1,1557252350000)
(a,1,1557252360000)
(a,1,1557252370000)
(a,1,1557252380000)
(a,1,1557252390000)
(a,1,1557252400000)
(a,1,1557252410000)
(a,1,1557252420000)
(a,1,1557252430000)
(a,1,1557252440000)
(a,1,1557252450000)
(a,1,1557252460000)
(a,1,1557252470000)
